Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
3573,Nooo. I had a story all worked out but then Chandler sold me out.,Joey,sadness,negative,356,9
3574,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",Chandler,anger,negative,356,10
3575,What is this? Fruit?,Joey,surprise,positive,356,11
3576,Monica's making jam.,Rachel,neutral,neutral,356,12
3577,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",Joey,joy,positive,356,13
3578,Because the kids need new shoes.,Chandler,neutral,neutral,356,14
3579,I'm going into business people.,Monica,neutral,neutral,356,15
3580,I'm sick and tired of being depressed about Richard.,Monica,neutral,neutral,356,16
3581,"I needed a plan, a plan to get over my man.",Monica,anger,negative,356,17
3582,What's the opposite of man?,Monica,neutral,neutral,356,18
3583,Jam.,Monica,neutral,neutral,356,19
3584,Oh Joey don't!,Monica,fear,negative,356,20
3585,It's way to hot.,Monica,anger,negative,356,21
3586,This will just be my batch.,Joey,neutral,neutral,356,22
3588,Why? Do you think he?s still mad at us?,Monica,surprise,negative,357,1
3589,Well he?s probably mad after you called him this morning to borrow his goggles.,Chandler,neutral,neutral,357,2
3590,What? Mine aren?t tinted.,Joey,surprise,negative,357,3
3591,Here you go Pheebs. Who else wants one of my special homemade brownies?,Rachel,neutral,neutral,358,0
3592,I will have one.,Chandler,neutral,neutral,358,1
3593,"Okay, I?m not gonna have one.",Chandler,neutral,neutral,358,2
3595,"No, no, it?s just my tooth.",Phoebe,sadness,negative,358,3
3596,All right I?ll have one.,Chandler,neutral,neutral,358,4
3597,"So what?s a matter, you need a dentist? I?ve got a good one.",Ross,neutral,neutral,358,5
3598,"No thanks, I have a good one too. I just, I, I can?t see him.",Phoebe,fear,negative,358,6
3599,See that is the problem with invisible dentists.,Chandler,neutral,neutral,358,7
3600,Why? Why can?t you go to him?,Ross,surprise,positive,358,8
3601,"Because, every time I go to the dentist, somebody dies.",Phoebe,anger,negative,358,9
3602,"That is so weird, because every time I go to the dentist, I look down the hygienist?s blouse.",Chandler,joy,positive,358,10
3603,"Phoebe, what? Umm...what?!",Rachel,surprise,negative,358,11
3604,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend ?Albino Bob?.",Phoebe,neutral,neutral,358,12
3605,And all these people actually died?,Rachel,surprise,negative,358,13
3606,"Yes, while I was in the chair!",Phoebe,sadness,negative,358,14
3607,"That?s why I take such good care of my teeth now, y'know, it?s not about oral hygiene, I floss to save lives!",Phoebe,neutral,neutral,358,15
3608,"Pheebs, come on, you didn?t kill anybody, these people just happened to die when you went to the dentist.",Ross,neutral,neutral,358,16
3609,"It?s, it?s, it?s just ah, a coincidence.",Ross,neutral,neutral,358,17
3610,"Well tell that to them. Oh! You can?t, their dead.",Phoebe,sadness,negative,358,18
3611,Hello?,Ross,surprise,positive,359,0
3612,Ross.,Emily,neutral,neutral,359,1
3614,It was dreadful. I felt terrible about how I acted when you said those wonderful things.,Emily,sadness,negative,359,3
3615,"No, no, that-that, that?s all right. Umm, I?m just glad you called.",Ross,joy,positive,359,4
3616,"Ross umm, there?s something that I?ve got to tell you, there?s-there?s someone else.",Emily,joy,positive,359,5
3617,Does that mean the same thing in England as it does in America?,Ross,sadness,negative,359,6
3618,You know what? I'm not gonna be able to enjoy this.,Monica,sadness,negative,360,0
3619,"Yeah, I know, it's my birthday. We all should be here.",Ross,sadness,negative,360,1
3620,"So, let's go.",Chandler,neutral,neutral,360,2
3621,"Well maybe, you know, maybe we should stay for one song.",Ross,neutral,neutral,360,3
3622,"Yeah, I mean, it would be rude to them  for us to leave now.",Chandler,neutral,neutral,360,4
3623,"You know, the guys are probably having a great time.",Monica,neutral,neutral,360,5
3624,"Okay, I?ve got three of my five.",Ross,neutral,neutral,361,0
3625,"Three of your five, what?",Rachel,neutral,neutral,361,1
3626,Celebrities I?m allowed to sleep with.,Ross,neutral,neutral,361,2
3627,Oh my God! You are giving this a lot of thought.,Rachel,surprise,negative,361,3
3628,"Yeah, it?s hard okay, I only have two spots left.",Ross,neutral,neutral,361,4
3629,"All right, so who do you got it narrowed down to?",Chandler,neutral,neutral,361,5
3630,"Okay, Elizabeth Hurely....",Ross,joy,positive,361,6
3631,"Oooh-hoo, very attractive, forgiving.",Chandler,surprise,positive,361,7
3632,Susan Sarandon.,Ross,neutral,neutral,361,8
3633,"Eh, y'know what, she?s to political, she probably wouldn?t let you do it, unless you donated four cans of food first.",Chandler,disgust,negative,361,9
3634,And!! Isabella Rosselini.,Ross,joy,positive,361,10
3635,"Ooh-hoo. Very hot, very sexy. But ah, y'know she?s too international, y'know she?s never gonna be around.",Chandler,joy,positive,361,11
3636,So?,Rachel,neutral,neutral,361,12
3637,"So, you gotta play the odds, pick somebody who?s gonna be in the country like all the time.",Chandler,neutral,neutral,361,13
3638,"Yeah, ?cause that?s why you won?t get Isabella Rosselini, geography.",Rachel,neutral,neutral,361,14
3639,Oh that?s five Ross. Five women have had five babies! And I have had no babies! Why doesn?t she want to come out?,Rachel,sadness,negative,362,0
3640,Y?know what I think it is?,Ross,neutral,neutral,362,1
3641,I think you?ve made such a nice home for her over the last nine months that she just doesn?t want to leave.,Ross,neutral,neutral,362,2
3642,Oh. Look at you making up crap for me. Oh God!,Rachel,sadness,negative,362,3
3643,"Twenty-one hours, you?re a hero.",Dr. Long,neutral,neutral,362,4
3644,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,Rachel,sadness,negative,362,5
3645,"Actually, I think you?re ready to go to the delivery room.",Dr. Long,neutral,neutral,362,6
3646,What?,Rachel,surprise,negative,362,7
3647,"Ten centimeters, you?re about to become a mom.",Dr. Long,neutral,neutral,362,8
3648,My God. Okay.  Ha-ha-ha beat ya! Sucker!,Rachel,surprise,positive,362,9
3649,Are they here yet?,Carol,neutral,neutral,363,0
3650,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",Rachel,neutral,neutral,363,1
3651,Ok.,Carol,neutral,neutral,364,0
3652,Hi.,Rachel,neutral,neutral,365,0
3653,May I see your boarding pass?,Flight Attendant,neutral,neutral,365,1
3654,"Oh, no, no, I don't have one. I just need to talk to my friend.",Rachel,neutral,neutral,365,2
3655,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",Flight Attendant,neutral,neutral,365,3
3656,"No, I know, but I?he just went on.",Rachel,neutral,neutral,365,4
3657,"He's right there, he's got the blue jacket on, I... can I j-just...",Rachel,sadness,negative,365,5
3658,No no no! Federal regulations!,Flight Attendant,anger,negative,365,6
3659,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",Rachel,neutral,neutral,365,7
3660,Alright. What's the message?,Flight Attendant,neutral,neutral,365,8
3661,Uh... I don't know.,Rachel,neutral,neutral,365,9
3662,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",Flight Attendant,neutral,neutral,365,10
3663,What?,Man,neutral,neutral,365,11
3664,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",Flight Attendant,neutral,neutral,365,12
3665,": Toby... Oh, for God's sake, I don't know what she's talking about!",Man,surprise,negative,365,13
3666,There's no Rachel!,Man,anger,negative,365,14
3668,"Here's the thing, Janice.",Chandler,neutral,neutral,366,0
3669,"You know, I mean, it's like we're different.",Chandler,neutral,neutral,366,1
3670,"I'm like the bing, bing, bing.",Chandler,anger,negative,366,2
3671,"You're like the boom, boom, ... boom.",Chandler,neutral,neutral,366,3
3672,Ow!,Janice,surprise,negative,366,4
3673,"Oh, my god, I'm so sorry. Are you ok?",Chandler,anger,negative,366,5
3674,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",Janice,sadness,negative,366,6
3675,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,Chandler,sadness,negative,366,7
3676,Oh my god.  How many of those have you had?,Phoebe,surprise,negative,366,8
3677,"Oh, I don't know, a million?",Chandler,anger,negative,366,9
3678,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",Phoebe,neutral,neutral,366,10
3679,I'm fine.,Chandler,neutral,neutral,366,11
3680,All right.,Phoebe,neutral,neutral,366,12
3681,I'm not fine. Here she comes.,Chandler,fear,negative,366,13
3682,Wait here. Breathe.,Phoebe,neutral,neutral,366,14
3683,How do you do that?,Chandler,surprise,negative,366,15
3684,It's like a gift.,Phoebe,neutral,neutral,366,16
3685,We should always always break up together.,Chandler,neutral,neutral,366,17
3686,"Oh, I'd like that.",Phoebe,neutral,neutral,366,18
3687,You win.,Chandler,anger,negative,367,0
3688,"Well, what did you have?",Joey,neutral,neutral,367,1
3689,It doesn?t matter because nothing beats a three and a six.,Chandler,joy,positive,367,2
3690,That my friend is D-Cup.,Chandler,neutral,neutral,367,3
3691,"Okay, now much have you won so far?",Chandler,neutral,neutral,367,4
3692,"Uh,  wow, 700.",Joey,surprise,positive,367,5
3693,Not 700 exactly?,Chandler,surprise,positive,367,6
3694,Yeah.,Joey,neutral,neutral,367,7
3695,Double it!,Chandler,joy,positive,367,8
3696,What?,Joey,surprise,positive,367,9
3697,"Well you see in Cups, once you get $700, you have to double it.",Chandler,neutral,neutral,367,10
3698,Really?,Joey,surprise,positive,367,11
3699,"Hey, I didn?t make up the rules.",Chandler,neutral,neutral,367,12
3700,"Now, after you receive the doubling bonus, you get uh, one card.",Chandler,neutral,neutral,367,13
3701,"Now that one card could be worth $100 bringing your total to 1,500.",Chandler,neutral,neutral,367,14
3702,Don?t get to excited because that?s not gonna happen unless you get?No way!,Chandler,surprise,positive,367,15
3703,"I?m, I?m sorry you didn?t get to go to Spacecamp, and I?m hoping that maybe somehow, this may make up for it.",Ross,sadness,negative,368,0
3704,Presenting Sarah Tuttle?s Private Very Special Spacecamp!,Ross,joy,positive,368,1
3705,!,Ross,neutral,neutral,369,0
3706,"Really Mr. Geller, you don?t have to do this.",Sarah,neutral,neutral,370,0
3707,Oh come on! Here we go!  Stand by for mission countdown!,Ross,joy,positive,370,1
3708,I?m an alien. I?m an alien.,Chandler,neutral,neutral,370,2
3709,Oh no! An asteroid!,Ross,surprise,positive,370,3
3710,Hey.,Joey,neutral,neutral,371,0
3711,Hey.,Monica,neutral,neutral,371,1
3712,Where you going?,Joey,neutral,neutral,371,2
3713,To the bank.,Monica,neutral,neutral,371,3
3714,Sperm or regular?,Joey,neutral,neutral,371,4
3715,Sperm.,Monica,neutral,neutral,371,5
3716,"So you're really doing this, huh?",Joey,surprise,positive,371,6
3717,"Oh yeah, picked a guy, 37135.",Monica,neutral,neutral,371,7
3718,Sounds nice.,Joey,neutral,neutral,371,8
3719,"Fraid so. Brown hair, green eyes...",Monica,neutral,neutral,371,9
3720,"No kiddin', hmm.",Joey,surprise,positive,371,10
3721,What?,Monica,sadness,negative,371,11
3722,"What's wrong, sweetie?",Roger,neutral,neutral,372,0
3723,"Nothing, nothing.",Phoebe,joy,positive,372,1
3724,"Aaaah, what's wrong, c'mon.",Roger,joy,positive,372,2
3725,"It's, I mean, it's nothing, I'm fine.",Phoebe,sadness,negative,372,3
3726,It's my friends.,Phoebe,sadness,negative,372,4
3727,They-they have a liking problem with you.,Phoebe,sadness,negative,372,5
3728,"In that, um, they don't.",Phoebe,sadness,negative,372,6
3729,Oh. They don't.,Roger,surprise,positive,372,7
3730,But they don't see all the wonderfulness that I see.,Phoebe,joy,positive,372,8
3731,They don't see all the good stuff and all the sweet stuff.,Phoebe,sadness,negative,372,9
3732,They just think you're a little...,Phoebe,joy,positive,372,10
3733,What?,Roger,neutral,neutral,372,11
3734,Intense and creepy.,Phoebe,neutral,neutral,372,12
3738,You got me.,Chandler,neutral,neutral,373,1
3740,Yeah. Right.,Chandler,neutral,neutral,373,3
3741,"Good, and hey! My treat.  But that's only because you're not eating anything, right?",Joey,joy,positive,373,4
3743,I can?t believe we?re here.,Monica,joy,positive,374,0
3744,Oh you?ve got to be kidding me.,Chandler,surprise,negative,374,1
3745,What?,Monica,surprise,negative,374,2
3746,"As a wedding gift to you, the hotel would like to give you the honeymoon suite.",Front Desk Clerk,neutral,neutral,374,3
3747,No!! You have been screwing us all day!,Monica,anger,negative,374,4
3748,Who are you?,Man,surprise,negative,374,5
3749,We?re you just ten seconds later!,Chandler,neutral,neutral,374,6
3751,You already got the first class tickets.. you got the lounge!,Monica,anger,negative,374,7
3752,I mean we should get free stuff too!,Monica,anger,negative,374,8
3753,I mean you?re not the only ones on your honeymoon!,Monica,anger,negative,374,9
3754,Well you can have the suite if you want.,Woman,neutral,neutral,374,10
3755,We don?t care about where we stay.,Woman,neutral,neutral,374,11
3756,We?re here to celebrate our love together.,Woman,anger,negative,374,12
3757,We don?t have to get free stuff.,Woman,anger,negative,374,13
3758,We just want to be together.,Woman,joy,positive,374,14
3759,We need the stuff.,Chandler,neutral,neutral,374,15
3760,Yes!,Mr. Zelner,joy,positive,375,0
3761,"Okay, well then how about a handshake?",Rachel,neutral,neutral,375,1
3762,Oh God I'm sorry!,Rachel,joy,positive,375,2
3763,"Oh God, I'm sorry!",Rachel,joy,positive,375,3
3764,I did not mean to touch that?I mean,Rachel,fear,negative,375,4
3765,Hey Pheebs!,Joey,joy,positive,376,0
3766,Hey!,Phoebe,joy,positive,376,1
3767,Check it out.  How much of a man am I?!,Joey,joy,positive,376,2
3768,Wow! Nice! Manly and also kind of a slut.,Phoebe,fear,negative,376,3
3770,"which brings us back, of course, to Greely?s theory of dominance.",Ross,neutral,neutral,377,0
3771,"Okay, that-that?s all for today.",Ross,neutral,neutral,377,1
3772,"Oh, uh does anyone know where the Freeman building is?",Ross,neutral,neutral,377,2
3773,"Yeah, it?s the new building on Avenue A.",Student,neutral,neutral,377,3
3774,"What?! That-that?s all the way cross town, I?m supposed to teach a graduate seminar there in ten minutes.",Ross,surprise,negative,377,4
3775,"Ooh, dude. That?s not gonna happen.",Student,neutral,neutral,377,5
3776,Move it! Move it! Move it!! Hey!!! I?m the teacher!!,Ross,anger,negative,377,6
3777,Jason?,Phoebe,neutral,neutral,378,0
3778,"Yeah, come on in.",Jason,neutral,neutral,378,1
3779,"So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?",Jason,neutral,neutral,378,2
3780,No. And I don?t think I?m gonna want to.,Mark,surprise,negative,379,0
3781,I can?t do this.,Rachel,sadness,negative,379,1
3782,"Yep. Yep, that?s what I didn?t want to know.",Mark,sadness,negative,379,2
3783,"Well, oh, Mark, I?m doing this for the wrong reasons, y'know?",Rachel,sadness,negative,379,3
3784,I?m just doing it to get back at Ross.,Rachel,sadness,negative,379,4
3785,"I?m sorry, it?s not very fair to you.",Rachel,sadness,negative,379,5
3786,Ahh!,Mark,surprise,negative,379,6
3787,"Fair, shmair",Joey,sadness,negative,379,7
3788,Y'know?,Mark,neutral,neutral,379,8
3789,"Look, if you want to get back at Ross, I am here for you.",Mark,neutral,neutral,379,9
3790,Really?,Mark,surprise,positive,379,10
3791,"No-no, I say-I say, I say we get back at him right on this couch.",Mark,neutral,neutral,380,0
